video_id,comentario,label,score
50G0kIty7Cg,Who would you call?,1 star,0.29137417674064636
50G0kIty7Cg,🎉🎉🎉🎉🎉,5 stars,0.30857783555984497
50G0kIty7Cg,No disponible para LATAM🫤,1 star,0.5794194340705872
50G0kIty7Cg,❤❤❤❤❤❤❤❤😢😢,5 stars,0.30857783555984497
50G0kIty7Cg,Meee,3 stars,0.26263219118118286
50G0kIty7Cg,❤❤❤❤❤❤❤❤❤❤❤❤❤,5 stars,0.30857783555984497
50G0kIty7Cg,❤❤❤❤❤❤❤,5 stars,0.30857783555984497
50G0kIty7Cg,Yarışma neden bizi almıyorsun 😅,5 stars,0.44686296582221985
50G0kIty7Cg,Metas de vivir en usa:,1 star,0.3139306604862213
50G0kIty7Cg,❤❤❤❤,5 stars,0.30857783555984497
50G0kIty7Cg,❤❤❤,5 stars,0.30857783555984497
50G0kIty7Cg,so cool,5 stars,0.6790622472763062
50G0kIty7Cg,Am I the only one that realizes that mrbeast gets millions of views every short,5 stars,0.2669772803783417
50G0kIty7Cg,Hafiz Naseem information 🎉,5 stars,0.4012848734855652
50G0kIty7Cg,Do de biben,3 stars,0.2791344225406647
50G0kIty7Cg,Soy tu fan,5 stars,0.6142585277557373
50G0kIty7Cg,Soy de Bolivia,5 stars,0.40956535935401917
50G0kIty7Cg,"I have lot's of reviews products,, ,can you do 5 star review?",1 star,0.29615938663482666
50G0kIty7Cg,I want a million followers 😭😭😭,5 stars,0.3842151463031769
50G0kIty7Cg,I'm a subscriber to your Chanel...,5 stars,0.29194849729537964
50G0kIty7Cg,😂😂😂😂 au revoir,5 stars,0.38267025351524353
50G0kIty7Cg,Big time subscriber,5 stars,0.7480885982513428
50G0kIty7Cg,أنا مشترك,5 stars,0.3494527041912079
50G0kIty7Cg,I im for a long time ago can I get some to,3 stars,0.26388993859291077
50G0kIty7Cg,C'est faux😅,5 stars,0.48827195167541504
50G0kIty7Cg,❤,5 stars,0.30857783555984497
50G0kIty7Cg,Woy garif giuy??,1 star,0.3371776044368744
50G0kIty7Cg,Je et me suis abonné j ai tes vidéos ❤❤❤ je m'appelle  mariatou je suis  au senegal,1 star,0.4613911509513855
50G0kIty7Cg,Iam from Bangladesh 🇧🇩,1 star,0.27938181161880493
50G0kIty7Cg,Mrbeast as que aparezca en su video,1 star,0.2832600176334381
50G0kIty7Cg,مبینا خدابنده 🎉,5 stars,0.5616857409477234
50G0kIty7Cg,Essas coisa não acontece comigo brasileiro de são Paulo próximo engenheiro Goulart,1 star,0.6171502470970154
50G0kIty7Cg,Subscribed❤,5 stars,0.30857783555984497
50G0kIty7Cg,кто это,5 stars,0.3275185823440552
50G0kIty7Cg,Fuiste a la pelea de Canelo Álvarez,1 star,0.4775576591491699
50G0kIty7Cg,اريد تحدي مستر بيس بمسابقة واكيد انا الفائز,5 stars,0.4990644156932831
50G0kIty7Cg,“I also want such an opportunity.”,5 stars,0.6662318706512451
50G0kIty7Cg,💕love mrbeast,5 stars,0.32693880796432495
50G0kIty7Cg,❤❤❤,5 stars,0.30857783555984497
50G0kIty7Cg,nous qui sommes en Afrique meme si on est abonne on va rien avoir,1 star,0.3464515209197998
50G0kIty7Cg,Indian ❤❤,5 stars,0.3684524595737457
50G0kIty7Cg,Hai Mai galeng😢sabakraib yuo,5 stars,0.24670632183551788
50G0kIty7Cg,Ha❤❤,5 stars,0.30857783555984497
50G0kIty7Cg,🙁🙁🇧🇩🇧🇩🇧🇩,5 stars,0.30857783555984497
50G0kIty7Cg,Hello MRBEAST,5 stars,0.40728065371513367
50G0kIty7Cg,❤️,5 stars,0.30857783555984497
50G0kIty7Cg,Nigeria fan 😅😢,5 stars,0.32181304693222046
50G0kIty7Cg,Julitte 💵📀 que está muy a gusto de spider-man jkjhjhh lo amo veo todos tus videos Los amo,5 stars,0.41801565885543823
50G0kIty7Cg,yo si estoy sucrita❤❤❤❤dame mi dinero porfa,1 star,0.6131765842437744
50G0kIty7Cg,Я живу в Таджикистане на всякий случай тоже подписалась 😂😂😂,5 stars,0.33643677830696106
50G0kIty7Cg,wow,5 stars,0.6995609998703003
50G0kIty7Cg,Love you  sir,5 stars,0.8496107459068298
50G0kIty7Cg,Isubscribe you 5years with allphone for house,5 stars,0.37469449639320374
50G0kIty7Cg,It’s content….😅,4 stars,0.4088405668735504
50G0kIty7Cg,I subscribed you,5 stars,0.3727416396141052
50G0kIty7Cg,🎉🎉🎉,5 stars,0.30857783555984497
50G0kIty7Cg,❤️,5 stars,0.30857783555984497
50G0kIty7Cg,❤❤🇧🇩🇧🇩🇧🇩🇧🇩,5 stars,0.30857783555984497
50G0kIty7Cg,Now inglis me spanish,3 stars,0.28169316053390503
50G0kIty7Cg,Yes sorry I am from poland,1 star,0.5381239056587219
50G0kIty7Cg,اتمنى روايتك وجه لوجه هل يمكنك المجي الى 🇾🇪,3 stars,0.27751800417900085
50G0kIty7Cg,❤❤❤❤❤❤❤❤❤❤❤,5 stars,0.30857783555984497
50G0kIty7Cg,❤,5 stars,0.30857783555984497
50G0kIty7Cg,استفسار ا❤❤❤❤لله,4 stars,0.38523533940315247
50G0kIty7Cg,I won 10k dollar 🎉,1 star,0.534149169921875
50G0kIty7Cg,😂,5 stars,0.30857783555984497
50G0kIty7Cg,❤❤😂,5 stars,0.30857783555984497
50G0kIty7Cg,❤❤❤,5 stars,0.30857783555984497
50G0kIty7Cg,"""Of course I am"" crazy confidence😅",1 star,0.3075062334537506
50G0kIty7Cg,I am your all videos watch ❤,5 stars,0.7165231108665466
50G0kIty7Cg,❤❤❤❤,5 stars,0.30857783555984497
50G0kIty7Cg,❤❤❤,5 stars,0.30857783555984497
50G0kIty7Cg,❤❤❤💋💋💋💋💋,5 stars,0.30857783555984497
50G0kIty7Cg,❤❤🫂,5 stars,0.30857783555984497
50G0kIty7Cg,❤❤❤,5 stars,0.30857783555984497
50G0kIty7Cg,Mom’s are great!,5 stars,0.7959471344947815
50G0kIty7Cg,I need money,1 star,0.2828243672847748
50G0kIty7Cg,🇵🇾🇵🇾🇵🇾🇵🇾🇵🇾🇵🇾,5 stars,0.30857783555984497
50G0kIty7Cg,Me old subscriber 🐸🙂,5 stars,0.2781388461589813
50G0kIty7Cg,Я подписан где мои десять штук😉,5 stars,0.3824998140335083
50G0kIty7Cg,😢😢,5 stars,0.30857783555984497
50G0kIty7Cg,Mister bisth io non sono iscritta ma comunque io ti adoro mi puoi salutare,5 stars,0.45500344038009644
50G0kIty7Cg,"Big fan Brother 
From Bangladesh.",5 stars,0.6819558143615723
50G0kIty7Cg,1000 bhej dijiye,1 star,0.3027351498603821
50G0kIty7Cg,Nice,4 stars,0.43684086203575134
50G0kIty7Cg,freeeeee,3 stars,0.2663290798664093
50G0kIty7Cg,مبینا خدا بنده,5 stars,0.5123919248580933
50G0kIty7Cg,мистар бист я подписан,5 stars,0.23549026250839233
50G0kIty7Cg,I Love you ❤,5 stars,0.8701997399330139
50G0kIty7Cg,I Love you ❤,5 stars,0.8701997399330139
50G0kIty7Cg,Ура мистер бист я на тебя подписан уже 2 года назад,5 stars,0.33803102374076843
50G0kIty7Cg,Ajm polisi,3 stars,0.2631114721298218
50G0kIty7Cg,مبینا خدابنده,5 stars,0.5208176374435425
50G0kIty7Cg,I'm aur subscriber ❤❤❤❤❤❤❤,5 stars,0.3801279067993164
50G0kIty7Cg,Aloo khaya?,2 stars,0.30324721336364746
50G0kIty7Cg,😯,5 stars,0.30857783555984497
50G0kIty7Cg,❤️‍🩹,5 stars,0.30857783555984497
50G0kIty7Cg,5k😂😂😢😢,5 stars,0.30857783555984497
50G0kIty7Cg,she has a bit of an issue but I think it will be the same time as it was ❤❤❤❤❤ she was the best person to,4 stars,0.5305455923080444
50G0kIty7Cg,Yes,5 stars,0.37907874584198
4l97aNza_Zc,I noticed some comments asking how they take their clothes off when they shower. We put buttons on the sides of the shirts so they can just rip them off without taking off the handcuffs haha,3 stars,0.3755064606666565
4l97aNza_Zc,Ahí viene y vuelven a terminar tres años jajsjsjajajaj,5 stars,0.30490103363990784
4l97aNza_Zc,9:42 Did I see LUNCHLY?!💀,1 star,0.2840869128704071
4l97aNza_Zc,I wish she was with me in this challenge 🙂,4 stars,0.34717652201652527
4l97aNza_Zc,Bro just strait brings a couple back together,1 star,0.23811186850070953
4l97aNza_Zc,SAYA INGIN HADIAH🎉,5 stars,0.5891173481941223
4l97aNza_Zc,Do,3 stars,0.24496345221996307
4l97aNza_Zc,Df,3 stars,0.2601209878921509
4l97aNza_Zc,make your own ice cream plsss,5 stars,0.48284316062927246
4l97aNza_Zc,Mrbeast come to america plsss 🙏🙏😢,5 stars,0.41002538800239563
4l97aNza_Zc,Toma 😂😂😂😂😂😂,5 stars,0.41012996435165405
4l97aNza_Zc,❤️❤️,5 stars,0.30857783555984497
4l97aNza_Zc,Спасибо за видео! У меня сейчас тяжелый период в жизни и благодаря этому видео мне удалось хоть на мгновение отвлечься. А эта вся романтика и вовсе растопила моё сердце. Очень трогательно. Надеюсь у них всё получится,5 stars,0.8667826652526855
4l97aNza_Zc,Absolute cinema👐,5 stars,0.8246796131134033
4l97aNza_Zc,Pliz help,5 stars,0.275879442691803
4l97aNza_Zc,29:60 xddd,1 star,0.27455779910087585
4l97aNza_Zc,Can I be in a video I've really want to be in a challenge,5 stars,0.2599599361419678
4l97aNza_Zc,pls i wanna be in one,5 stars,0.3286493420600891
4l97aNza_Zc,Yo pasaría 5 años solo si tuviera la oportunidad de pedir lo que sea,1 star,0.3894239664077759
4l97aNza_Zc,Ücretsiz yapardım,5 stars,0.5607829689979553
4l97aNza_Zc,That was beautiful.,3 stars,0.27676063776016235
4l97aNza_Zc,👇🏻Taken team,5 stars,0.35317787528038025
4l97aNza_Zc,Ya,5 stars,0.30321004986763
4l97aNza_Zc,"How to join your challenge, sir?",5 stars,0.39062798023223877
4l97aNza_Zc,me having a disease and i cant drink the choclite milk :( and i really want to drink it to :(,1 star,0.31520459055900574
4l97aNza_Zc,Just mind blowing video❤❤❤,1 star,0.34502938389778137
4l97aNza_Zc,"Me cayó mal su ex 😭 se la paso molestandola desde el inicio y luego empezó a decir cosas como ""siento que dramatiza todo""",2 stars,0.49984610080718994
4l97aNza_Zc,The ending is so cutee🥹,3 stars,0.4261046350002289
4l97aNza_Zc,Wow mrbeast this is hilarious 😂 actually trying to bring them together again but this time with money,5 stars,0.7621013522148132
4l97aNza_Zc,abi beni de eski sevgilimle aynı plandan yapar mısın,5 stars,0.5079891681671143
4l97aNza_Zc,Eyşannnn,1 star,0.285356342792511
4l97aNza_Zc,36:57 😫😩😩,4 stars,0.22297795116901398
4l97aNza_Zc,Genuinly the best romcom I have ever seen,5 stars,0.957400381565094
4l97aNza_Zc,Balarke  sent me hear😂,3 stars,0.2530342936515808
4l97aNza_Zc,3000 car😂❤,3 stars,0.22997713088989258
4l97aNza_Zc,Mon ex et moi on est partant même pour un an🤣🤣🤣,5 stars,0.3857598900794983
4l97aNza_Zc,OLA MRBEAST EU SOU SEUVAM E SOU DO BRASIL E SOU ESQUITO E SEMPRE VEXO SEUS VIDEOS,5 stars,0.45973852276802063
4l97aNza_Zc,হ্যালো বাঙালি!  😉,5 stars,0.36443713307380676
4l97aNza_Zc,ABSOLUTE CINEMA,5 stars,0.6334453821182251
4l97aNza_Zc,Es bonito ver cómo se aman pero es triste cuando termina el vídeo y recordar que no tengo pareja,3 stars,0.5489502549171448
4l97aNza_Zc,on mnie tu grilluje!,5 stars,0.5482548475265503
4l97aNza_Zc,"It's nice to watch the video but when it ends, remembering that I don't have a partner is sad.",3 stars,0.5400791168212891
4l97aNza_Zc,Aww so cute,5 stars,0.4479305148124695
4l97aNza_Zc,Tutorial on how to bring back a couple who separated 3 years ago?,4 stars,0.3272632956504822
4l97aNza_Zc,صلي علي النبي ❤😊❤,5 stars,0.506604790687561
4l97aNza_Zc,"Wooow,que padre,nunca había visto a Míster beats.   Gracias,lo disfruté al máximo!!",5 stars,0.7462283372879028
4l97aNza_Zc,hahaha,1 star,0.2434743046760559
4l97aNza_Zc,Susie and Josh,4 stars,0.3434450924396515
4l97aNza_Zc,Yes,5 stars,0.37907874584198
4l97aNza_Zc,Omg this is só cheerful🎉,5 stars,0.2467968761920929
4l97aNza_Zc,They'll just make up. Lol😂,3 stars,0.32858994603157043
4l97aNza_Zc,Même en congo il y des festbelst😮,1 star,0.24231164157390594
4l97aNza_Zc,I want to do a challenge,4 stars,0.34318259358406067
4l97aNza_Zc,Bhiya ye challenge merko do ager pura ni kiya to bolna,3 stars,0.2361454963684082
4l97aNza_Zc,NO no,1 star,0.6248806715011597
4l97aNza_Zc,Bros the next cupid 😂,5 stars,0.5396943092346191
4l97aNza_Zc,they're literally so cute,5 stars,0.6002727746963501
4l97aNza_Zc,I guess money buys happiness 🤭,5 stars,0.30440154671669006
4l97aNza_Zc,20:54,1 star,0.2650946378707886
4l97aNza_Zc,👍👍👍,5 stars,0.30857783555984497
4l97aNza_Zc,You are great you got a cuple back together,5 stars,0.748710036277771
4l97aNza_Zc,Soo happy for them!!! Atleast someone got love of their lives back.,5 stars,0.6741206645965576
4l97aNza_Zc,Değil 200bin dolar 200 milyar dolar verseler de olmaz artık bro,1 star,0.6897801160812378
4l97aNza_Zc,19:53 Ryan Trahan Joyrides 😢,5 stars,0.3544146716594696
4l97aNza_Zc,eu realmente achei que ele faria aquilo,5 stars,0.48202866315841675
4l97aNza_Zc,🤥🤣🤣,5 stars,0.30857783555984497
4l97aNza_Zc,Challengeeeeeee❤❤👍,5 stars,0.30857783555984497
4l97aNza_Zc,the best video of all,5 stars,0.9732548594474792
4l97aNza_Zc,Uma assistência nível kevin de bruyne,5 stars,0.43400636315345764
4l97aNza_Zc,❤❤😂,5 stars,0.30857783555984497
4l97aNza_Zc,Haïti 🇭🇹 🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹🇭🇹,5 stars,0.29757794737815857
4l97aNza_Zc,وين العرب,5 stars,0.3183954358100891
4l97aNza_Zc,ABSOLUTE CINEMA ✋🏽🫡✋🏽,5 stars,0.695685625076294
4l97aNza_Zc,Every great story has a great ending,5 stars,0.6800119876861572
4l97aNza_Zc,أنا من مصر وعاوز أجرب فيستبلس,1 star,0.4215162396430969
4l97aNza_Zc,Mrbeast > Cupid,5 stars,0.26648247241973877
4l97aNza_Zc,:c 🙁,3 stars,0.297288179397583
4l97aNza_Zc,Wow.  Yes. Ai. Yio. Lol.  Gud,5 stars,0.432912141084671
4l97aNza_Zc,Is it just me or did he have 436 subs yesterday?❤,1 star,0.32442763447761536
4l97aNza_Zc,Alguien abla español,1 star,0.5923177003860474
4l97aNza_Zc,😢لالالا😢,5 stars,0.30857783555984497
4l97aNza_Zc,This video is the best❤❤❤❤❤❤❤❤❤❤❤l love ur videos sooo much,5 stars,0.7149837017059326
4l97aNza_Zc,Bestest best love in reality ❤❤❤,5 stars,0.8657689094543457
4l97aNza_Zc,Mi in.,3 stars,0.23988130688667297
4l97aNza_Zc,Why 😅,1 star,0.28615260124206543
4l97aNza_Zc,Türk varmı🇹🇷🇹🇷😃,5 stars,0.31355375051498413
4l97aNza_Zc,Geiles Video zum Glück mit deutscher Übersetzung,5 stars,0.7024382948875427
4l97aNza_Zc,Mayan James,1 star,0.23606838285923004
4l97aNza_Zc,still watching,4 stars,0.3056778013706207
4l97aNza_Zc,❤,5 stars,0.30857783555984497
4l97aNza_Zc,Las gomitas las voy a probar cuando llegue a la USA 🇺🇸 😋😋😋🇭🇳🥰,3 stars,0.26275643706321716
4l97aNza_Zc,Yo lo hacia gratis,1 star,0.2619665265083313
4l97aNza_Zc,Bana sadece izlemek düşüyor  😢😢,1 star,0.5264057517051697
4l97aNza_Zc,Mt beast filming bigboss 😂😂😂 probably indian viewers would understand,3 stars,0.2505559027194977
4l97aNza_Zc,🇧🇩🇧🇩🇧🇩,5 stars,0.30857783555984497
4l97aNza_Zc,"😊





J",5 stars,0.30709803104400635
4l97aNza_Zc,Create download nhi ho rha,5 stars,0.320419579744339
4l97aNza_Zc,Bangladesh,3 stars,0.25186723470687866
4l97aNza_Zc,learn 1 months trading plan.,5 stars,0.2569827139377594
4l97aNza_Zc,🎉🎉🎉,5 stars,0.30857783555984497
3ih2bPKSWsQ,should i be scared of what speed is planning? 😅,3 stars,0.28456372022628784
3ih2bPKSWsQ,W speed ❤,5 stars,0.5218731760978699
3ih2bPKSWsQ,W speed,5 stars,0.43943479657173157
3ih2bPKSWsQ,W speed,5 stars,0.43943479657173157
3ih2bPKSWsQ,😂,5 stars,0.30857783555984497
3ih2bPKSWsQ,FREE PALISTINE,4 stars,0.3289089500904083
3ih2bPKSWsQ,😂,5 stars,0.30857783555984497
3ih2bPKSWsQ,First 5k,5 stars,0.3265618681907654
3ih2bPKSWsQ,Poor speed,2 stars,0.4671820104122162
3ih2bPKSWsQ,tbag,3 stars,0.25878196954727173
3ih2bPKSWsQ,Oh no,1 star,0.4815358519554138
3ih2bPKSWsQ,😂😂😂😂😂,5 stars,0.30857783555984497
3ih2bPKSWsQ,❤️,5 stars,0.30857783555984497
3ih2bPKSWsQ,😂,5 stars,0.30857783555984497
3ih2bPKSWsQ,Atleast he didn't cry,1 star,0.30437952280044556
3ih2bPKSWsQ,🎉شيكولاته,5 stars,0.30857783555984497
3ih2bPKSWsQ,"🤣 the most hilarious thing about Speed in this video is the way he reacted when the police said ""you are under arrest!"" also the way he barked🤣🤣😅😆",5 stars,0.5307193994522095
3ih2bPKSWsQ,السلام علیکم ورحمۃ اللہ وبرکاتہ بھائی جان کیا حال ہے بھائی کوئی میری رہنمائی کرنے❤❤❤,5 stars,0.3909543454647064
3ih2bPKSWsQ,❤❤❤,5 stars,0.30857783555984497
3ih2bPKSWsQ,❤️❤❤,5 stars,0.30857783555984497
3ih2bPKSWsQ,스피드 성우 ㅈㄴ안어울려서 웃기다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1 star,0.24797038733959198
3ih2bPKSWsQ,The comb😂,5 stars,0.38701096177101135
3ih2bPKSWsQ,مبینا خدا بنده,5 stars,0.5123919248580933
3ih2bPKSWsQ,🫰🫰🫰🫰🫰🫰🫰,5 stars,0.30857783555984497
3ih2bPKSWsQ,Yoo this is crazy😂,5 stars,0.5271792411804199
3ih2bPKSWsQ,A,4 stars,0.31870728731155396
3ih2bPKSWsQ,❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉,5 stars,0.30857783555984497
3ih2bPKSWsQ,Oi vim espalhar o evangelho e que Deus abençoe vocês,5 stars,0.3130522668361664
3ih2bPKSWsQ,❤️,5 stars,0.30857783555984497
3ih2bPKSWsQ,@mrbeast new video kab aayega,5 stars,0.36643674969673157
3ih2bPKSWsQ,❤️,5 stars,0.30857783555984497
3ih2bPKSWsQ,Way😢,5 stars,0.30857783555984497
3ih2bPKSWsQ,😂😂😂😂,5 stars,0.30857783555984497
3ih2bPKSWsQ,w speed❤️,5 stars,0.39090439677238464
3ih2bPKSWsQ,Ha😂😂😂,5 stars,0.30857783555984497
3ih2bPKSWsQ,❤️,5 stars,0.30857783555984497
3ih2bPKSWsQ,🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩❤❤❤❤❤❤❤❤️💕,5 stars,0.30857783555984497
3ih2bPKSWsQ,🇧🇩Bangladesh,5 stars,0.30857783555984497
3ih2bPKSWsQ,LOVE FROM BANGLADESH ❤🇧🇩🇧🇩🇧🇩❤️,5 stars,0.6176275610923767
3ih2bPKSWsQ,"ভাইয়া বাংলাদেশ 🇧🇩🇧🇩
চট্টগ্রাম জেলা 
সীতাকুণ্ড উপজেলা 
ভাটিয়ারী ইউনিয়ন 
৭ নং ওয়ার্ড 
তুলাতলী গ্রাম
লাল মিয়া সারাং বাড়ি থেকে 
❤️❤️🇧🇩🇧🇩❤️❤️🇧🇩🇧🇩",3 stars,0.26159578561782837
3ih2bPKSWsQ,❤,5 stars,0.30857783555984497
3ih2bPKSWsQ,😂😂😂,5 stars,0.30857783555984497
3ih2bPKSWsQ,Super 🎉😢,5 stars,0.7953522205352783
3ih2bPKSWsQ,Speed is funny 😂,5 stars,0.49640798568725586
3ih2bPKSWsQ,❤❤❤❤❤️,5 stars,0.30857783555984497
3ih2bPKSWsQ,❤❤❤❤❤,5 stars,0.30857783555984497
3ih2bPKSWsQ,😂,5 stars,0.30857783555984497
3ih2bPKSWsQ,❤❤❤❤❤❤❤,5 stars,0.30857783555984497
3ih2bPKSWsQ,"Türkler buraya
👇",5 stars,0.2577027678489685
3ih2bPKSWsQ,❤❤,5 stars,0.30857783555984497
3ih2bPKSWsQ,আমি নতুন,5 stars,0.5928407311439514
3ih2bPKSWsQ,❤❤❤❤,5 stars,0.30857783555984497
3ih2bPKSWsQ,😂,5 stars,0.30857783555984497
3ih2bPKSWsQ,😢,5 stars,0.30857783555984497
3ih2bPKSWsQ,😅😅😅😅😢😢😢😢,5 stars,0.30857783555984497
3ih2bPKSWsQ,😮😮😮,5 stars,0.30857783555984497
3ih2bPKSWsQ,Nooo speed,1 star,0.3171239495277405
3ih2bPKSWsQ,ทัน,3 stars,0.2781239449977875
3ih2bPKSWsQ,😂,5 stars,0.30857783555984497
3ih2bPKSWsQ,No Way Jose,1 star,0.561816930770874
3ih2bPKSWsQ,😂l,5 stars,0.30857783555984497
3ih2bPKSWsQ,❤❤❤❤,5 stars,0.30857783555984497
3ih2bPKSWsQ,Stp peut tu m aidé avec un petit d argent je suis un grand fans de tois et je te suit sul tout les réseaux 🎉🎉🎉,5 stars,0.5434607267379761
3ih2bPKSWsQ,❤️,5 stars,0.30857783555984497
